"chisq","df","pvalue","cfi","tli","rmsea","rmsea.ci.lower","rmsea.ci.upper","srmr"
40.1794895297431,38,0.373882407767816,0.996774252421671,0.99533115482084,0.0276538092915047,0,0.0870678573186882,0.0557655640919829
