"lhs","rhs","est","se","pvalue","std.all"
"dem60","ind60",1.47133022335835,0.392316688801256,0.000176578348313861,0.447639067539224
"dem65","ind60",0.600474625145796,0.225699244145595,0.00780228937376504,0.186739087023824
"dem65","dem60",0.86504298602132,0.0748716917276839,0,0.884220204445914
