"chisq","df","pvalue","cfi","tli","rmsea","rmsea.ci.lower","rmsea.ci.upper","srmr"
85.305521772506,24,8.50255310602677e-09,0.930559651796467,0.8958394776947,0.092121484512072,0.0714184904419198,0.113678016813799,0.0652050975523899
