DV,R2,F,p
sepal_length,0.6187057307384871,119.26450218450468,1.6696691907693826e-31
sepal_width,0.4007828470763348,49.1600400896121,4.492017133309054e-17
petal_length,0.9413717190573679,1180.161182252981,2.8567766109615584e-91
petal_width,0.9288829301012129,960.0071468018061,4.1694458394440125e-85
