"chisq","df","pvalue","cfi","tli","rmsea","rmsea.ci.lower","rmsea.ci.upper","srmr"
8.06873368056245,5,0.152488040697757,0.9982701951862,0.99792423422344,0.0391709948850067,0,0.0866445079518544,0.0121170474299724
